Territory X Date,target
Bhutan X 5/16/20,0.0
Bhutan X 5/17/20,0.0
Bhutan X 5/18/20,0.0
Bhutan X 5/19/20,0.0
Bhutan X 5/20/20,0.0
Bhutan X 5/21/20,0.0
Bhutan X 5/22/20,0.0
Bhutan X 5/23/20,0.0
Bhutan X 5/24/20,0.0
Bhutan X 5/25/20,0.0
Bhutan X 5/26/20,0.0
Bhutan X 5/27/20,0.0
Bhutan X 5/28/20,0.0
Bhutan X 5/29/20,0.0
Bhutan X 5/30/20,0.0
Bhutan X 5/31/20,0.0
Bhutan X 6/1/20,0.0
Bhutan X 6/2/20,0.0
Bhutan X 6/3/20,0.0
Bhutan X 6/4/20,0.0
Bhutan X 6/5/20,0.0
Bhutan X 6/6/20,0.0
Bhutan X 6/7/20,0.0
Bolivia (Plurinational State of) X 3/6/20,0.0
Bolivia (Plurinational State of) X 3/7/20,0.0
Bolivia (Plurinational State of) X 3/8/20,0.0
Bolivia (Plurinational State of) X 3/9/20,0.0
Bolivia (Plurinational State of) X 3/10/20,0.0
Bolivia (Plurinational State of) X 3/11/20,0.0
Bolivia (Plurinational State of) X 3/12/20,0.0
Bolivia (Plurinational State of) X 3/13/20,0.0
Bolivia (Plurinational State of) X 3/14/20,0.0
Bolivia (Plurinational State of) X 3/15/20,0.0
Bolivia (Plurinational State of) X 3/16/20,0.0
Bolivia (Plurinational State of) X 3/17/20,0.0
Bolivia (Plurinational State of) X 3/18/20,0.0
Bolivia (Plurinational State of) X 3/19/20,0.0
Bolivia (Plurinational State of) X 3/20/20,0.0
Bolivia (Plurinational State of) X 3/21/20,0.0
Bolivia (Plurinational State of) X 3/22/20,0.0
Bolivia (Plurinational State of) X 3/23/20,0.0
Bolivia (Plurinational State of) X 3/24/20,0.0
Bolivia (Plurinational State of) X 3/25/20,0.0
Bolivia (Plurinational State of) X 3/26/20,0.0
Bolivia (Plurinational State of) X 3/27/20,0.0
Bolivia (Plurinational State of) X 3/28/20,0.0
Bolivia (Plurinational State of) X 3/29/20,1.0
Bolivia (Plurinational State of) X 3/30/20,4.0
Bolivia (Plurinational State of) X 3/31/20,6.0
Bolivia (Plurinational State of) X 4/1/20,7.000000000000001
Bolivia (Plurinational State of) X 4/2/20,0.3527104510249046
Bolivia (Plurinational State of) X 4/3/20,0.6080193209891149
Bolivia (Plurinational State of) X 4/4/20,0.7936857951244747
Bolivia (Plurinational State of) X 4/5/20,0.9258899096312234
Bolivia (Plurinational State of) X 4/6/20,1.017853861048934
Bolivia (Plurinational State of) X 4/7/20,1.079978017587564
Bolivia (Plurinational State of) X 4/8/20,1.1202243543084478
Bolivia (Plurinational State of) X 4/9/20,1.1445677982555935
Bolivia (Plurinational State of) X 4/10/20,1.1574315412872238
Bolivia (Plurinational State of) X 4/11/20,1.1620442492858274
Bolivia (Plurinational State of) X 4/12/20,1.1607497966178926
Bolivia (Plurinational State of) X 4/13/20,1.1552323883370264
Bolivia (Plurinational State of) X 4/14/20,1.1466976533847628
Bolivia (Plurinational State of) X 4/15/20,1.136002817293047
Bolivia (Plurinational State of) X 4/16/20,1.1237543317110976
Bolivia (Plurinational State of) X 4/17/20,1.1103802351135528
Bolivia (Plurinational State of) X 4/18/20,1.0961814561596839
Bolivia (Plurinational State of) X 4/19/20,1.0607802239974262
Bolivia (Plurinational State of) X 4/20/20,0.9650806988793192
Bolivia (Plurinational State of) X 4/21/20,0.8349872485996457
Bolivia (Plurinational State of) X 4/22/20,0.6928333452924562
Bolivia (Plurinational State of) X 4/23/20,0.695244986036414
Bolivia (Plurinational State of) X 4/24/20,0.6846408879755472
Bolivia (Plurinational State of) X 4/25/20,0.6649128320532327
Bolivia (Plurinational State of) X 4/26/20,0.6388599142337625
Bolivia (Plurinational State of) X 4/27/20,0.6084590845784987
Bolivia (Plurinational State of) X 4/28/20,0.5750764385993534
Bolivia (Plurinational State of) X 4/29/20,0.5396487890357093
Bolivia (Plurinational State of) X 4/30/20,0.5028041713194398
Bolivia (Plurinational State of) X 5/1/20,0.46495684093315504
Bolivia (Plurinational State of) X 5/2/20,0.4263809262738505
Bolivia (Plurinational State of) X 5/3/20,0.3872448861329758
Bolivia (Plurinational State of) X 5/4/20,0.3476624301947595
Bolivia (Plurinational State of) X 5/5/20,0.3076967305059952
Bolivia (Plurinational State of) X 5/6/20,0.2673868388774281
Bolivia (Plurinational State of) X 5/7/20,0.22675649268421694
Bolivia (Plurinational State of) X 5/8/20,0.1858118177005963
Bolivia (Plurinational State of) X 5/9/20,0.1445589397008007
Bolivia (Plurinational State of) X 5/10/20,0.10342130282879225
Bolivia (Plurinational State of) X 5/11/20,0.06358769014696009
Bolivia (Plurinational State of) X 5/12/20,0.02561133564086049
Bolivia (Plurinational State of) X 5/13/20,0.0
Bolivia (Plurinational State of) X 5/14/20,0.0
Bolivia (Plurinational State of) X 5/15/20,0.0
Bolivia (Plurinational State of) X 5/16/20,0.0
Bolivia (Plurinational State of) X 5/17/20,0.0
Bolivia (Plurinational State of) X 5/18/20,0.0
Bolivia (Plurinational State of) X 5/19/20,0.0
Bolivia (Plurinational State of) X 5/20/20,0.0
Bolivia (Plurinational State of) X 5/21/20,0.0
Bolivia (Plurinational State of) X 5/22/20,0.0
Bolivia (Plurinational State of) X 5/23/20,0.0
Bolivia (Plurinational State of) X 5/24/20,0.0
Bolivia (Plurinational State of) X 5/25/20,0.0
Bolivia (Plurinational State of) X 5/26/20,0.0
Bolivia (Plurinational State of) X 5/27/20,0.0
Bolivia (Plurinational State of) X 5/28/20,0.0
Bolivia (Plurinational State of) X 5/29/20,0.0
Bolivia (Plurinational State of) X 5/30/20,0.0
Bolivia (Plurinational State of) X 5/31/20,0.0
Bolivia (Plurinational State of) X 6/1/20,0.0
Bolivia (Plurinational State of) X 6/2/20,0.0
Bolivia (Plurinational State of) X 6/3/20,0.0
Bolivia (Plurinational State of) X 6/4/20,0.0
Bolivia (Plurinational State of) X 6/5/20,0.0
Bolivia (Plurinational State of) X 6/6/20,0.0
Bolivia (Plurinational State of) X 6/7/20,0.0
Bosnia and Herzegovina X 3/6/20,0.0
Bosnia and Herzegovina X 3/7/20,0.0
Bosnia and Herzegovina X 3/8/20,0.0
Bosnia and Herzegovina X 3/9/20,0.0
Bosnia and Herzegovina X 3/10/20,0.0
Bosnia and Herzegovina X 3/11/20,0.0
Bosnia and Herzegovina X 3/12/20,0.0
Bosnia and Herzegovina X 3/13/20,0.0
Bosnia and Herzegovina X 3/14/20,0.0
Bosnia and Herzegovina X 3/15/20,0.0
Bosnia and Herzegovina X 3/16/20,0.0
Bosnia and Herzegovina X 3/17/20,0.0
Bosnia and Herzegovina X 3/18/20,0.0
Bosnia and Herzegovina X 3/19/20,0.0
Bosnia and Herzegovina X 3/20/20,0.0
Bosnia and Herzegovina X 3/21/20,1.0
Bosnia and Herzegovina X 3/22/20,1.0
Bosnia and Herzegovina X 3/23/20,1.0
Bosnia and Herzegovina X 3/24/20,3.0
Bosnia and Herzegovina X 3/25/20,3.0
Bosnia and Herzegovina X 3/26/20,3.0
Bosnia and Herzegovina X 3/27/20,4.0
Bosnia and Herzegovina X 3/28/20,5.0
Bosnia and Herzegovina X 3/29/20,6.0
Bosnia and Herzegovina X 3/30/20,10.0
Bosnia and Herzegovina X 3/31/20,13.0
Bosnia and Herzegovina X 4/1/20,13.0
Bosnia and Herzegovina X 4/2/20,2.893634846623172
Bosnia and Herzegovina X 4/3/20,3.4600053635949735
Bosnia and Herzegovina X 4/4/20,3.88606980748591
Bosnia and Herzegovina X 4/5/20,4.205560328409774
Bosnia and Herzegovina X 4/6/20,4.445563951449003
Bosnia and Herzegovina X 4/7/20,4.627136494091246
Bosnia and Herzegovina X 4/8/20,4.7662643127841875
Bosnia and Herzegovina X 4/9/20,4.874878884293139
Bosnia and Herzegovina X 4/10/20,4.961756528791739
Bosnia and Herzegovina X 4/11/20,5.012716078927042
Bosnia and Herzegovina X 4/12/20,5.054902371775825
Bosnia and Herzegovina X 4/13/20,5.091055925586261
Bosnia and Herzegovina X 4/14/20,5.081942304968834
Bosnia and Herzegovina X 4/15/20,5.073974586994154
Bosnia and Herzegovina X 4/16/20,5.066951003973372
Bosnia and Herzegovina X 4/17/20,5.040090249676723
Bosnia and Herzegovina X 4/18/20,4.995162672857987
Bosnia and Herzegovina X 4/19/20,4.933381176815601
Bosnia and Herzegovina X 4/20/20,4.793790862167953
Bosnia and Herzegovina X 4/21/20,4.603294980770443
Bosnia and Herzegovina X 4/22/20,4.426072503556497
Bosnia and Herzegovina X 4/23/20,4.465926790726371
Bosnia and Herzegovina X 4/24/20,4.480447938549332
Bosnia and Herzegovina X 4/25/20,4.47722310127574
Bosnia and Herzegovina X 4/26/20,4.461668611911591
Bosnia and Herzegovina X 4/27/20,4.43757785615162
Bosnia and Herzegovina X 4/28/20,4.407552756601945
Bosnia and Herzegovina X 4/29/20,4.373356387659442
Bosnia and Herzegovina X 4/30/20,4.336158772202907
Bosnia and Herzegovina X 5/1/20,4.296724483428989
Bosnia and Herzegovina X 5/2/20,4.255970473168418
Bosnia and Herzegovina X 5/3/20,4.214116120710969
Bosnia and Herzegovina X 5/4/20,4.1712931302026846
Bosnia and Herzegovina X 5/5/20,4.128416539169848
Bosnia and Herzegovina X 5/6/20,4.085360003518872
Bosnia and Herzegovina X 5/7/20,4.042027042305563
Bosnia and Herzegovina X 5/8/20,3.9987668246612884
Bosnia and Herzegovina X 5/9/20,3.955876450636424
Bosnia and Herzegovina X 5/10/20,3.9136013340612408
Bosnia and Herzegovina X 5/11/20,3.8734465010929853
Bosnia and Herzegovina X 5/12/20,3.8362393141142093
Bosnia and Herzegovina X 5/13/20,3.8014514250971843
Bosnia and Herzegovina X 5/14/20,3.7644655317126308
Bosnia and Herzegovina X 5/15/20,3.7261254593613558
Bosnia and Herzegovina X 5/16/20,3.6869786991155706
Bosnia and Herzegovina X 5/17/20,3.6473736543848645
Bosnia and Herzegovina X 5/18/20,3.6075320016243495
Bosnia and Herzegovina X 5/19/20,3.567585827840958
Bosnia and Herzegovina X 5/20/20,3.5276170652650762
Bosnia and Herzegovina X 5/21/20,3.487672422925243
Bosnia and Herzegovina X 5/22/20,3.4477867411624175
Bosnia and Herzegovina X 5/23/20,3.40797035722062
Bosnia and Herzegovina X 5/24/20,3.3682301625958644
Bosnia and Herzegovina X 5/25/20,3.3285768773930613
Bosnia and Herzegovina X 5/26/20,3.2889982500637416
Bosnia and Herzegovina X 5/27/20,3.2494919834425673
Bosnia and Herzegovina X 5/28/20,3.2100590346817626
Bosnia and Herzegovina X 5/29/20,3.1706925122853136
Bosnia and Herzegovina X 5/30/20,3.131383610452758
Bosnia and Herzegovina X 5/31/20,3.0921151004440617
Bosnia and Herzegovina X 6/1/20,3.0528486961702583
Bosnia and Herzegovina X 6/2/20,3.0135269684978994
Bosnia and Herzegovina X 6/3/20,2.974107228437788
Bosnia and Herzegovina X 6/4/20,2.9346505423018243
Bosnia and Herzegovina X 6/5/20,2.895186773239402
Bosnia and Herzegovina X 6/6/20,2.8557289385207696
Bosnia and Herzegovina X 6/7/20,2.81629024684662
Botswana X 3/6/20,0.0
Botswana X 3/7/20,0.0
Botswana X 3/8/20,0.0
Botswana X 3/9/20,0.0
Botswana X 3/10/20,0.0
Botswana X 3/11/20,0.0
Botswana X 3/12/20,0.0
Botswana X 3/13/20,0.0
Botswana X 3/14/20,0.0
Botswana X 3/15/20,0.0
Botswana X 3/16/20,0.0
Botswana X 3/17/20,0.0
Botswana X 3/18/20,0.0
Botswana X 3/19/20,0.0
Botswana X 3/20/20,0.0
Botswana X 3/21/20,0.0
Botswana X 3/22/20,0.0
Botswana X 3/23/20,0.0
Botswana X 3/24/20,0.0
Botswana X 3/25/20,0.0
Botswana X 3/26/20,0.0
Botswana X 3/27/20,0.0
Botswana X 3/28/20,0.0
Botswana X 3/29/20,0.0
Botswana X 3/30/20,0.0
Botswana X 3/31/20,1.0
Botswana X 4/1/20,1.0
Botswana X 4/2/20,0.0
Botswana X 4/3/20,0.0
Botswana X 4/4/20,0.0
Botswana X 4/5/20,0.0
Botswana X 4/6/20,0.0
Botswana X 4/7/20,0.0
Botswana X 4/8/20,0.0
Botswana X 4/9/20,0.0
Botswana X 4/10/20,0.0
Botswana X 4/11/20,0.0
Botswana X 4/12/20,0.0
Botswana X 4/13/20,0.0
Botswana X 4/14/20,0.0
Botswana X 4/15/20,0.0
Botswana X 4/16/20,0.0
Botswana X 4/17/20,0.0
Botswana X 4/18/20,0.0
Botswana X 4/19/20,0.0
Botswana X 4/20/20,0.0
Botswana X 4/21/20,0.0
Botswana X 4/22/20,0.0
Botswana X 4/23/20,0.0
Botswana X 4/24/20,0.0
Botswana X 4/25/20,0.0
Botswana X 4/26/20,0.0
Botswana X 4/27/20,0.0
Botswana X 4/28/20,0.0
Botswana X 4/29/20,0.0
Botswana X 4/30/20,0.0
Botswana X 5/1/20,0.0
Botswana X 5/2/20,0.0
Botswana X 5/3/20,0.0
Botswana X 5/4/20,0.0
Botswana X 5/5/20,0.0
Botswana X 5/6/20,0.0
Botswana X 5/7/20,0.0
Botswana X 5/8/20,0.0
Botswana X 5/9/20,0.0
Botswana X 5/10/20,0.0
Botswana X 5/11/20,0.0
Botswana X 5/12/20,0.0
Botswana X 5/13/20,0.0
Botswana X 5/14/20,0.0
Botswana X 5/15/20,0.0
Botswana X 5/16/20,0.0
Botswana X 5/17/20,0.0
Botswana X 5/18/20,0.0
Botswana X 5/19/20,0.0
Botswana X 5/20/20,0.0
Botswana X 5/21/20,0.0
Botswana X 5/22/20,0.0
Botswana X 5/23/20,0.0
Botswana X 5/24/20,0.0
Botswana X 5/25/20,0.0
Botswana X 5/26/20,0.0
Botswana X 5/27/20,0.0
Botswana X 5/28/20,0.0
Botswana X 5/29/20,0.0
Botswana X 5/30/20,0.0
Botswana X 5/31/20,0.0
Botswana X 6/1/20,0.0
Botswana X 6/2/20,0.0
Botswana X 6/3/20,0.0
Botswana X 6/4/20,0.0
Botswana X 6/5/20,0.0
Botswana X 6/6/20,0.0
Botswana X 6/7/20,0.0
Brazil X 3/6/20,0.0
Brazil X 3/7/20,0.0
Brazil X 3/8/20,0.0
Brazil X 3/9/20,0.0
Brazil X 3/10/20,0.0
Brazil X 3/11/20,0.0
Brazil X 3/12/20,0.0
Brazil X 3/13/20,0.0
Brazil X 3/14/20,0.0
Brazil X 3/15/20,0.0
Brazil X 3/16/20,0.0
Brazil X 3/17/20,1.0
Brazil X 3/18/20,3.0
Brazil X 3/19/20,6.0
Brazil X 3/20/20,11.0
Brazil X 3/21/20,15.0
Brazil X 3/22/20,25.0
Brazil X 3/23/20,34.0
Brazil X 3/24/20,46.0
Brazil X 3/25/20,59.00000000000001
Brazil X 3/26/20,77.0
Brazil X 3/27/20,92.0
Brazil X 3/28/20,111.0
Brazil X 3/29/20,136.0
Brazil X 3/30/20,159.0
Brazil X 3/31/20,201.0
Brazil X 4/1/20,240.0
Brazil X 4/2/20,64.28925937274471
Brazil X 4/3/20,74.26426798570901
Brazil X 4/4/20,81.94062269758433
Brazil X 4/5/20,87.87505224812776
Brazil X 4/6/20,92.5137580325827
Brazil X 4/7/20,96.1824842216447
Brazil X 4/8/20,99.1253061639145
Brazil X 4/9/20,101.52083918452263
Brazil X 4/10/20,103.47629658412188
Brazil X 4/11/20,105.12405634392053
Brazil X 4/12/20,106.41911852639169
Brazil X 4/13/20,107.44989030528814
Brazil X 4/14/20,108.20061618927866
Brazil X 4/15/20,108.6888648988679
Brazil X 4/16/20,108.83982847910374
Brazil X 4/17/20,108.74456043820828
Brazil X 4/18/20,108.33436634391546
Brazil X 4/19/20,107.5021431595087
Brazil X 4/20/20,106.31142741534859
Brazil X 4/21/20,104.38119595404714
Brazil X 4/22/20,101.81639553979039
Brazil X 4/23/20,103.0659309681505
Brazil X 4/24/20,103.89996738173068
Brazil X 4/25/20,104.44267422426492
Brazil X 4/26/20,104.78255668189377
Brazil X 4/27/20,104.98138706199825
Brazil X 4/28/20,105.0820457842201
Brazil X 4/29/20,105.1138875586912
Brazil X 4/30/20,105.09690691251308
Brazil X 5/1/20,105.04518087487668
Brazil X 5/2/20,104.96755506377667
Brazil X 5/3/20,104.87231152597815
Brazil X 5/4/20,104.76480418816209
Brazil X 5/5/20,104.65006843674928
Brazil X 5/6/20,104.53238006215543
Brazil X 5/7/20,104.41731351893395
Brazil X 5/8/20,104.30820122826844
Brazil X 5/9/20,104.20978453941643
Brazil X 5/10/20,104.12892431952059
Brazil X 5/11/20,104.07086423132569
Brazil X 5/12/20,104.04865217395127
Brazil X 5/13/20,104.07243242952973
Brazil X 5/14/20,104.06032789964229
Brazil X 5/15/20,104.02610932476819
Brazil X 5/16/20,103.97868358064443
Brazil X 5/17/20,103.92378439195454
Brazil X 5/18/20,103.86497695930302
Brazil X 5/19/20,103.80445430986583
Brazil X 5/20/20,103.7435151077807
Brazil X 5/21/20,103.68300470989197
Brazil X 5/22/20,103.62331516575068
Brazil X 5/23/20,103.56475276406854
Brazil X 5/24/20,103.50742776878178
Brazil X 5/25/20,103.45138918608427
Brazil X 5/26/20,103.39662476442754
Brazil X 5/27/20,103.34302423987538
Brazil X 5/28/20,103.29048960004002
Brazil X 5/29/20,103.23878806550056
Brazil X 5/30/20,103.18771135993302
Brazil X 5/31/20,103.13684293068945
Brazil X 6/1/20,103.0858519859612
Brazil X 6/2/20,103.03399118129164
Brazil X 6/3/20,102.9805009206757
Brazil X 6/4/20,102.92622656095773
Brazil X 6/5/20,102.87171942181885
Brazil X 6/6/20,102.81724903732538
Brazil X 6/7/20,102.76295017451048
Brunei Darussalam X 3/6/20,0.0
Brunei Darussalam X 3/7/20,0.0
Brunei Darussalam X 3/8/20,0.0
Brunei Darussalam X 3/9/20,0.0
Brunei Darussalam X 3/10/20,0.0
Brunei Darussalam X 3/11/20,0.0
Brunei Darussalam X 3/12/20,0.0
Brunei Darussalam X 3/13/20,0.0
Brunei Darussalam X 3/14/20,0.0
Brunei Darussalam X 3/15/20,0.0
Brunei Darussalam X 3/16/20,0.0
Brunei Darussalam X 3/17/20,0.0
Brunei Darussalam X 3/18/20,0.0
Brunei Darussalam X 3/19/20,0.0
Brunei Darussalam X 3/20/20,0.0
Brunei Darussalam X 3/21/20,0.0
Brunei Darussalam X 3/22/20,0.0
Brunei Darussalam X 3/23/20,0.0
Brunei Darussalam X 3/24/20,0.0
Brunei Darussalam X 3/25/20,0.0
Brunei Darussalam X 3/26/20,0.0
Brunei Darussalam X 3/27/20,0.0
Brunei Darussalam X 3/28/20,1.0
Brunei Darussalam X 3/29/20,1.0
Brunei Darussalam X 3/30/20,1.0
Brunei Darussalam X 3/31/20,1.0
Brunei Darussalam X 4/1/20,1.0
Brunei Darussalam X 4/2/20,0.0
Brunei Darussalam X 4/3/20,0.0
Brunei Darussalam X 4/4/20,0.0
Brunei Darussalam X 4/5/20,0.0
Brunei Darussalam X 4/6/20,0.0
Brunei Darussalam X 4/7/20,0.0
Brunei Darussalam X 4/8/20,0.0
Brunei Darussalam X 4/9/20,0.0
Brunei Darussalam X 4/10/20,0.0
Brunei Darussalam X 4/11/20,0.0
Brunei Darussalam X 4/12/20,0.0
Brunei Darussalam X 4/13/20,0.0
Brunei Darussalam X 4/14/20,0.0
Brunei Darussalam X 4/15/20,0.0
Brunei Darussalam X 4/16/20,0.0
Brunei Darussalam X 4/17/20,0.0
Brunei Darussalam X 4/18/20,0.0
Brunei Darussalam X 4/19/20,0.0
Brunei Darussalam X 4/20/20,0.0
Brunei Darussalam X 4/21/20,0.0
Brunei Darussalam X 4/22/20,0.0
Brunei Darussalam X 4/23/20,0.0
Brunei Darussalam X 4/24/20,0.0
Brunei Darussalam X 4/25/20,0.0
Brunei Darussalam X 4/26/20,0.0
Brunei Darussalam X 4/27/20,0.0
Brunei Darussalam X 4/28/20,0.0
Brunei Darussalam X 4/29/20,0.0
Brunei Darussalam X 4/30/20,0.0
Brunei Darussalam X 5/1/20,0.0
Brunei Darussalam X 5/2/20,0.0
Brunei Darussalam X 5/3/20,0.0
Brunei Darussalam X 5/4/20,0.0
Brunei Darussalam X 5/5/20,0.0
Brunei Darussalam X 5/6/20,0.0
Brunei Darussalam X 5/7/20,0.0
Brunei Darussalam X 5/8/20,0.0
Brunei Darussalam X 5/9/20,0.0
Brunei Darussalam X 5/10/20,0.0
Brunei Darussalam X 5/11/20,0.0
Brunei Darussalam X 5/12/20,0.0
Brunei Darussalam X 5/13/20,0.0
Brunei Darussalam X 5/14/20,0.0
Brunei Darussalam X 5/15/20,0.0
Brunei Darussalam X 5/16/20,0.0
Brunei Darussalam X 5/17/20,0.0
Brunei Darussalam X 5/18/20,0.0
Brunei Darussalam X 5/19/20,0.0
Brunei Darussalam X 5/20/20,0.0
Brunei Darussalam X 5/21/20,0.0
Brunei Darussalam X 5/22/20,0.0
Brunei Darussalam X 5/23/20,0.0
Brunei Darussalam X 5/24/20,0.0
Brunei Darussalam X 5/25/20,0.0
Brunei Darussalam X 5/26/20,0.0
Brunei Darussalam X 5/27/20,0.0
Brunei Darussalam X 5/28/20,0.0
Brunei Darussalam X 5/29/20,0.0
Brunei Darussalam X 5/30/20,0.0
Brunei Darussalam X 5/31/20,0.0
Brunei Darussalam X 6/1/20,0.0
Brunei Darussalam X 6/2/20,0.0
Brunei Darussalam X 6/3/20,0.0
Brunei Darussalam X 6/4/20,0.0
Brunei Darussalam X 6/5/20,0.0
Brunei Darussalam X 6/6/20,0.0
Brunei Darussalam X 6/7/20,0.0
Bulgaria X 3/6/20,0.0
Bulgaria X 3/7/20,0.0
Bulgaria X 3/8/20,0.0
Bulgaria X 3/9/20,0.0
Bulgaria X 3/10/20,0.0
Bulgaria X 3/11/20,1.0
Bulgaria X 3/12/20,1.0
Bulgaria X 3/13/20,1.0
Bulgaria X 3/14/20,2.0
Bulgaria X 3/15/20,2.0
Bulgaria X 3/16/20,2.0
Bulgaria X 3/17/20,2.0
Bulgaria X 3/18/20,2.0
Bulgaria X 3/19/20,3.0
Bulgaria X 3/20/20,3.0
Bulgaria X 3/21/20,3.0
Bulgaria X 3/22/20,3.0
Bulgaria X 3/23/20,3.0
Bulgaria X 3/24/20,3.0
Bulgaria X 3/25/20,3.0
Bulgaria X 3/26/20,3.0
Bulgaria X 3/27/20,3.0
Bulgaria X 3/28/20,7.000000000000001
Bulgaria X 3/29/20,8.0
Bulgaria X 3/30/20,8.0
Bulgaria X 3/31/20,8.0
Bulgaria X 4/1/20,10.0
Bulgaria X 4/2/20,3.6831577474367805
Bulgaria X 4/3/20,4.03390579711413
Bulgaria X 4/4/20,4.276679418690037
Bulgaria X 4/5/20,4.455210131563945
Bulgaria X 4/6/20,4.585853370081168
Bulgaria X 4/7/20,4.681284892576514
Bulgaria X 4/8/20,4.751115273102187
Bulgaria X 4/9/20,4.781920260284096
Bulgaria X 4/10/20,4.801482154580299
Bulgaria X 4/11/20,4.813050296361325
Bulgaria X 4/12/20,4.818959754193202
Bulgaria X 4/13/20,4.8208794186939485
Bulgaria X 4/14/20,4.8199927128735
Bulgaria X 4/15/20,4.817141547828214
Bulgaria X 4/16/20,4.812917443632614
Bulgaria X 4/17/20,4.807734272908419
Bulgaria X 4/18/20,4.719536141201388
Bulgaria X 4/19/20,4.618016747699585
Bulgaria X 4/20/20,4.523507537087426
Bulgaria X 4/21/20,4.43377872754354
Bulgaria X 4/22/20,4.3060073285596445
Bulgaria X 4/23/20,4.314079567557201
Bulgaria X 4/24/20,4.306457572965883
Bulgaria X 4/25/20,4.288233394618146
Bulgaria X 4/26/20,4.262641058448935
Bulgaria X 4/27/20,4.231941740872571
Bulgaria X 4/28/20,4.197689091379289
Bulgaria X 4/29/20,4.160930617363192
Bulgaria X 4/30/20,4.122788101230981
Bulgaria X 5/1/20,4.083641340985196
Bulgaria X 5/2/20,4.043723116046749
Bulgaria X 5/3/20,4.003183890745277
Bulgaria X 5/4/20,3.9621132545289584
Bulgaria X 5/5/20,3.9205682536703534
Bulgaria X 5/6/20,3.878567648353055
Bulgaria X 5/7/20,3.8361294330388773
Bulgaria X 5/8/20,3.7932516934233718
Bulgaria X 5/9/20,3.751630120386835
Bulgaria X 5/10/20,3.7113646406214684
Bulgaria X 5/11/20,3.672156622633338
Bulgaria X 5/12/20,3.633818847447401
Bulgaria X 5/13/20,3.597082196502015
Bulgaria X 5/14/20,3.5590430528100114
Bulgaria X 5/15/20,3.520212535659084
Bulgaria X 5/16/20,3.4809149282227736
Bulgaria X 5/17/20,3.4413565925206058
Bulgaria X 5/18/20,3.4016699984204024
Bulgaria X 5/19/20,3.3619290380738676
Bulgaria X 5/20/20,3.3221892263100017
Bulgaria X 5/21/20,3.282463963259943
Bulgaria X 5/22/20,3.2427681804983877
Bulgaria X 5/23/20,3.2031118324084673
Bulgaria X 5/24/20,3.1634962590032956
Bulgaria X 5/25/20,3.1239281603484415
Bulgaria X 5/26/20,3.0844088764570188
Bulgaria X 5/27/20,3.0449449159641517
Bulgaria X 5/28/20,3.0055416389222955
Bulgaria X 5/29/20,2.9662045968143502
Bulgaria X 5/30/20,2.9269004807429155
Bulgaria X 5/31/20,2.8876055533328326
Bulgaria X 6/1/20,2.8483006715396186
Bulgaria X 6/2/20,2.808971669510356
Bulgaria X 6/3/20,2.7695905984001
Bulgaria X 6/4/20,2.7301898099540267
Bulgaria X 6/5/20,2.6907897872297326
Bulgaria X 6/6/20,2.6513978045841213
Bulgaria X 6/7/20,2.612020562082762
Burkina Faso X 3/6/20,0.0
Burkina Faso X 3/7/20,0.0
Burkina Faso X 3/8/20,0.0
Burkina Faso X 3/9/20,0.0
Burkina Faso X 3/10/20,0.0
Burkina Faso X 3/11/20,0.0
Burkina Faso X 3/12/20,0.0
Burkina Faso X 3/13/20,0.0
Burkina Faso X 3/14/20,0.0
Burkina Faso X 3/15/20,0.0
Burkina Faso X 3/16/20,0.0
Burkina Faso X 3/17/20,0.0
Burkina Faso X 3/18/20,1.0
Burkina Faso X 3/19/20,1.0
Burkina Faso X 3/20/20,1.0
Burkina Faso X 3/21/20,2.0
Burkina Faso X 3/22/20,4.0
Burkina Faso X 3/23/20,4.0
Burkina Faso X 3/24/20,4.0
Burkina Faso X 3/25/20,4.0
Burkina Faso X 3/26/20,7.000000000000001
Burkina Faso X 3/27/20,9.0
Burkina Faso X 3/28/20,11.0
Burkina Faso X 3/29/20,12.0
Burkina Faso X 3/30/20,12.0
Burkina Faso X 3/31/20,14.000000000000002
Burkina Faso X 4/1/20,16.0
Burkina Faso X 4/2/20,5.262115108198486
Burkina Faso X 4/3/20,5.955538968555629
Burkina Faso X 4/4/20,6.482913763902616
Burkina Faso X 4/5/20,6.885013413266279
Burkina Faso X 4/6/20,7.194213399197906
Burkina Faso X 4/7/20,7.43547778314678
Burkina Faso X 4/8/20,7.607072971004527
Burkina Faso X 4/9/20,7.745525423088111
Burkina Faso X 4/10/20,7.860534537176136
Burkina Faso X 4/11/20,7.938544740609359
Burkina Faso X 4/12/20,7.9659767233533785
Burkina Faso X 4/13/20,7.99093006469775
Burkina Faso X 4/14/20,8.014393311459571
Burkina Faso X 4/15/20,8.03701885859482
Burkina Faso X 4/16/20,7.99747392302379
Burkina Faso X 4/17/20,7.922434720094316
Burkina Faso X 4/18/20,7.8142076038056985
Burkina Faso X 4/19/20,7.694900493370369
Burkina Faso X 4/20/20,7.584123523556627
Burkina Faso X 4/21/20,7.437960253155325
Burkina Faso X 4/22/20,7.2582690889248624
Burkina Faso X 4/23/20,7.308539489458781
Burkina Faso X 4/24/20,7.329557786579244
Burkina Faso X 4/25/20,7.330082305998076
Burkina Faso X 4/26/20,7.316323817067314
Burkina Faso X 4/27/20,7.292600224900525
Burkina Faso X 4/28/20,7.261863386956975
